date	daytype	seconds	miles	tips	total	payment_type	speed
2019-06-10	weekday	3960	16.6	0	48.5	Cash	15.090909
2019-09-13	weekend	960	2.8	0	12.5	Cash	10.500000
2019-04-12	weekend	594	2.42	1	11	Credit	14.666667
2019-02-08	weekend	545	1.4	0	7.75	Cash	9.2477064
2019-03-04	weekday	300	1	2	8	Credit	12
2019-08-25	weekday	480	1.7	0	7.75	Cash	12.750000
2019-08-04	weekday	332	0.67	2	9	Credit	7.2650602
2019-10-03	weekday	422	1.17	0	6.5	Cash	9.9810427
2019-07-31	weekday	2160	17.1	10.75	53.75	Credit	28.500000
2019-07-07	weekday	2460	1.1	0	53.25	Cash	1.6097561
2019-05-01	weekday	780	2.8	2.2	13.2	Credit	12.923077
2019-11-06	weekday	524	1.88	2	11	Credit	12.916031
2019-03-01	weekend	2275	19.9	0	54	Cash	31.490110
2019-11-04	weekday	300	0.8	0	8	Cash	9.6000000
2019-05-24	weekend	288	0.7	0	5.25	Cash	8.7500000
2019-02-20	weekday	3951	18.02	10.3	61.8	Credit	16.419134
2019-02-17	weekday	732	2.03	2	11.5	Credit	9.9836066
2019-08-15	weekday	540	1.1	1.5	8.5	Credit	7.3333333
2019-06-21	weekend	416	1.1	0	8	Credit	9.5192308
2019-05-08	weekday	1196	4.94	0	16.5	Cash	14.869565
2019-10-16	weekday	616	1.12	0	7.25	Cash	6.5454545
2019-03-21	weekday	444	1.41	0	8.25	Cash	11.432432
2019-01-16	weekday	346	0.8	0	5.75	Cash	8.3236994
2019-08-04	weekday	395	0.89	2	8.75	Credit	8.1113924
2019-11-30	weekend	9548	34.52	0	87	Cash	13.015501
2019-08-08	weekday	900	3.2	0	12.25	Cash	12.800000
2019-08-14	weekday	720	2.7	0	14.75	Cash	13.500000
2019-02-28	weekday	660	0.1	0	9.25	Cash	0.54545455
2019-06-17	weekday	540	1.5	0	8.75	Cash	10
2019-05-16	weekday	480	1.2	3	10	Credit	9
2019-04-08	weekday	216	0.5	0	5.75	Cash	8.3333333
2019-08-14	weekday	660	4.6	4.3	18.3	Credit	25.090909
2019-02-11	weekday	480	1.4	0	7.5	Cash	10.500000
2019-07-02	weekday	240	0.5	0	6.5	Cash	7.5000000
2019-11-27	weekday	428	1.1	2	9	Credit	9.2523364
2019-09-20	weekend	780	1.9	3	14.5	Credit	8.7692308
2019-02-09	weekend	694	2.92	0	11	Cash	15.146974
2019-01-11	weekend	685	3.35	2.55	15.3	Credit	17.605839
2019-05-14	weekday	528	1.38	0	7.5	Cash	9.4090909
2019-05-06	weekday	1018	2.64	3	15.25	Credit	9.3359528
2019-07-23	weekday	3201	17.16	0	49.25	Cash	19.298969
2019-09-08	weekday	292	0.75	4	10	Credit	9.2465753
2019-01-03	weekday	180	0.5	0	5	Cash	10
2019-02-19	weekday	696	1.19	2	11.5	Credit	6.1551724
2019-09-20	weekend	120	0.4	0	5.25	Cash	12
2019-07-14	weekday	488	2.6	0	9.25	Cash	19.180328
2019-07-20	weekend	900	2.1	0	11.5	Cash	8.4000000
2019-09-30	weekday	780	2.3	0	11	Cash	10.615385
2019-01-05	weekend	1018	4.4	0	15	Cash	15.559921
2019-09-25	weekday	478	1.5	1	9	Credit	11.297071
2019-07-18	weekday	2560	16.98	9.4	56.4	Credit	23.878125
2019-10-20	weekday	2212	12.24	0	39	Cash	19.920434
2019-06-08	weekend	393	1.19	0	6.75	Cash	10.900763
2019-02-04	weekday	600	3	0	14.75	Cash	18
2019-01-15	weekday	1458	19.29	13.25	66.25	Credit	47.629630
2019-08-30	weekend	1380	9.5	6.1	36.1	Credit	24.782609
2019-03-26	weekday	892	2.28	1	12	Credit	9.2017937
2019-06-28	weekend	600	1.2	2	10.5	Credit	7.2000000
2019-03-24	weekday	2095	15.8	5	49.25	Credit	27.150358
2019-07-18	weekday	960	2.3	2.1	12.6	Credit	8.6250000
2019-03-30	weekend	300	0.4	3	9.75	Credit	4.8000000
2019-05-07	weekday	104	0.14	0	3.75	Cash	4.8461538
2019-06-16	weekday	277	0.68	4	10.75	Credit	8.8375451
2019-04-05	weekend	840	2.6	3	14.75	Credit	11.142857
2019-01-10	weekday	300	0.6	0	5.25	Cash	7.2000000
2019-11-01	weekend	900	4	0	13.25	Cash	16
2019-12-22	weekday	677	2.94	0	10.75	Cash	15.633678
2019-12-16	weekday	354	1.2	0	7	Credit	12.203390
2019-06-04	weekday	3420	27.9	18.7	93.6	Credit	29.368421
2019-01-13	weekday	1200	11.2	9.95	59.7	Credit	33.600000
2019-05-30	weekday	2269	17.82	10.25	61.5	Credit	28.273248
2019-11-01	weekend	600	1	2	9.25	Credit	6
2019-01-31	weekday	600	4.2	4.35	21.85	Credit	25.200000
2019-06-08	weekend	1200	8.5	4.75	30	Credit	25.500000
2019-12-18	weekday	88	0.31	0	3.75	Cash	12.681818
2019-03-21	weekday	326	0.89	3	9.5	Credit	9.8282209
2019-08-11	weekday	1738	17.12	9.35	56.1	Credit	35.461450
2019-01-31	weekday	577	2.2	0	9.5	Cash	13.726170
2019-02-09	weekend	194	0.5	0	5.75	Cash	9.2783505
2019-12-05	weekday	497	0.9	0	6.75	Cash	6.5191147
2019-08-27	weekday	420	0.8	0	6	Cash	6.8571429
2019-07-13	weekend	1860	16.2	0	42.5	Cash	31.354839
2019-10-05	weekend	371	0.63	0	6.75	Cash	6.1132075
2019-04-20	weekend	540	2.8	0	13.75	Cash	18.666667
2019-07-07	weekday	1633	9.11	5	36.25	Credit	20.083282
2019-01-19	weekend	321	0.6	1	6.25	Credit	6.7289720
2019-02-10	weekday	1057	3.23	2.65	15.9	Credit	11.000946
2019-01-10	weekday	1200	13.32	7.65	45.9	Credit	39.960000
2019-07-25	weekday	2873	19.58	5	57.5	Credit	24.534633
2019-03-24	weekday	573	2.16	2	11.5	Credit	13.570681
2019-11-20	weekday	900	0.4	4.5	27	Credit	1.6000000
2019-09-26	weekday	240	0.7	3	8.75	Credit	10.500000
2019-04-09	weekday	2040	12.6	0	38	Cash	22.235294
2019-10-01	weekday	540	0.7	0	7	Cash	4.6666667
2019-07-02	weekday	97	0.34	2	6.5	Credit	12.618557
2019-03-30	weekend	1020	8.4	5.45	32.7	Credit	29.647059
2019-07-19	weekend	420	0.9	0	7.75	Cash	7.7142857
2019-03-04	weekday	300	0.6	0	5	Cash	7.2000000
2019-07-30	weekday	377	0.83	3	9.25	Credit	7.9257294
2019-02-12	weekday	120	0.6	0	4.5	Cash	18
2019-07-10	weekday	3780	10.8	8.65	51.9	Credit	10.285714
2019-05-10	weekend	277	0.79	0	6.5	Cash	10.267148
2019-10-23	weekday	2342	12.7	0	33.5	Cash	19.521776
2019-12-26	weekday	979	7.5	4.65	27.9	Credit	27.579162
2019-04-11	weekday	1871	17.2	0	42.75	Cash	33.094602
2019-04-19	weekend	6351	35.8	0	95.25	Cash	20.292867
2019-07-23	weekday	3180	17.5	5	50	Credit	19.811321
2019-12-14	weekend	720	1.2	2.05	11.8	Credit	6.0000000
2019-01-25	weekend	4860	19.9	15	75	Credit	14.740741
2019-05-22	weekday	2580	17	5	53	Credit	23.720930
2019-11-18	weekday	588	1.74	3	11.75	Credit	10.653061
2019-03-11	weekday	600	1.7	0	8.75	Cash	10.200000
2019-05-28	weekday	431	1.02	2	9	Credit	8.5197216
2019-05-30	weekday	545	1	2	10.5	Credit	6.6055046
2019-06-25	weekday	1140	5.9	0	20.75	Cash	18.631579
2019-10-11	weekend	388	0.89	0	6.25	Cash	8.2577320
2019-08-27	weekday	1387	3.53	2	17.25	Credit	9.1622206
2019-03-22	weekend	240	0.3	0	5.75	Cash	4.5000000
2019-08-21	weekday	2631	17.14	10	60	Credit	23.452680
2019-05-29	weekday	485	0.99	2	9.25	Credit	7.3484536
2019-11-09	weekend	960	2.3	0	12	Cash	8.6250000
2019-03-08	weekend	300	1.5	0	6.75	Cash	18
2019-10-01	weekday	540	1.9	0	8.75	Cash	12.666667
2019-10-03	weekday	1949	14.04	0	40.25	Cash	25.933299
2019-08-01	weekday	632	1.4	0	7.5	Cash	7.9746835
2019-08-17	weekend	773	2.6	0	10.5	Cash	12.108668
2019-02-22	weekend	898	2.6	0	12	Cash	10.423163
2019-06-28	weekend	660	1.24	2	10.5	Credit	6.7636364
2019-07-23	weekday	1505	9.71	4.42	33.92	Credit	23.226578
2019-11-15	weekend	696	1.52	2	11.25	Credit	7.8620690
2019-03-20	weekday	317	0.8	3	8.75	Credit	9.0851735
2019-09-16	weekday	322	0.5	2	7.75	Credit	5.5900621
2019-02-20	weekday	1320	16.82	0	46	Cash	45.872727
2019-09-07	weekend	420	1.6	0	7.5	Cash	13.714286
2019-09-21	weekend	712	3.36	0	11.5	Cash	16.988764
2019-02-09	weekend	600	1.4	0	8.75	Cash	8.4000000
2019-09-01	weekday	645	2.4	1	11.75	Cash	13.395349
2019-09-20	weekend	704	1.5	2	11.5	Credit	7.6704545
2019-08-04	weekday	1197	2.62	2.7	16.2	Credit	7.8796992
2019-09-28	weekend	498	0.87	0	6.25	Cash	6.2891566
2019-11-12	weekday	341	0.74	2	8.25	Credit	7.8123167
2019-11-07	weekday	293	0.5	2	8.5	Credit	6.1433447
2019-11-03	weekday	480	1.6	4	12	Credit	12
2019-09-16	weekday	895	6.58	3.9	23.4	Credit	26.467039
2019-10-13	weekday	240	0.5	0	6.25	Cash	7.5000000
2019-02-11	weekday	641	3.1	2.2	13.2	Credit	17.410296
2019-04-27	weekend	240	0.6	0	5.25	Cash	9
2019-09-25	weekday	191	0.49	0	4.5	Cash	9.2356021
2019-12-23	weekday	300	1	2	10	Credit	12
2019-11-09	weekend	360	0.8	0	6	Cash	8
2019-06-05	weekday	892	6.55	0	18.5	Cash	26.434978
2019-08-26	weekday	1745	21.76	0	86.25	Credit	44.891691
2019-02-06	weekday	480	1.5	1	9	Credit	11.250000
2019-02-28	weekday	1560	0.3	5.75	25	Credit	0.69230769
2019-03-23	weekend	316	0.76	0	6.75	Cash	8.6582278
2019-02-24	weekday	993	6.4	0	18.75	Credit	23.202417
2019-05-15	weekday	607	1.17	1.25	9.25	Credit	6.9390445
2019-08-27	weekday	720	0.7	0	7.5	Cash	3.5000000
2019-05-15	weekday	2414	17.4	0	43.75	Cash	25.948633
2019-06-08	weekend	420	2.2	3	11.75	Credit	18.857143
2019-05-14	weekday	420	0.7	0	6.25	Cash	6.0000000
2019-01-05	weekend	300	0.7	2	8.25	Credit	8.4000000
2019-02-11	weekday	3629	18.13	10.25	61.5	Credit	17.985120
2019-09-17	weekday	778	3.03	4	15.75	Credit	14.020566
2019-11-26	weekday	548	1.09	2	9.5	Credit	7.1605839
2019-03-22	weekend	403	1.41	0	8.25	Cash	12.595533
2019-08-20	weekday	300	0.6	1	7.25	Credit	7.2000000
2019-07-19	weekend	1461	14.47	0	36.25	Cash	35.655031
2019-11-18	weekday	4274	17.74	13.19	65.94	Credit	14.942443
2019-08-07	weekday	299	0.45	0	5	Cash	5.4180602
2019-03-06	weekday	840	2.9	0	11.25	Cash	12.428571
2019-07-27	weekend	420	0.9	2	9.75	Credit	7.7142857
2019-05-23	weekday	3660	13.5	8.55	50.8	Credit	13.278689
2019-05-01	weekday	1920	12.6	6	43.75	Credit	23.625000
2019-02-12	weekday	540	1.1	2	9.25	Credit	7.3333333
2019-04-18	weekday	616	1.34	1	9.25	Credit	7.8311688
2019-11-22	weekend	420	1.1	0	6.5	Cash	9.4285714
2019-07-21	weekday	870	4.73	3.05	18.3	Credit	19.572414
2019-04-12	weekend	2229	5.93	0	22	Cash	9.5773890
2019-05-24	weekend	386	0.63	3	9.5	Credit	5.8756477
2019-06-15	weekend	1083	2.52	0	13.25	Cash	8.3767313
2019-10-31	weekday	143	0.19	0	4	Cash	4.7832168
2019-09-02	weekday	1607	15.74	0	39.5	Cash	35.260734
2019-11-08	weekend	840	0.2	2.85	16.6	Credit	0.85714286
2019-08-02	weekend	1680	4	0	18.25	Cash	8.5714286
2019-12-12	weekday	840	4.1	0	14	Cash	17.571429
2019-10-24	weekday	633	2.95	2	13.5	Credit	16.777251
2019-10-09	weekday	420	1	0	7.5	Cash	8.5714286
2019-12-19	weekday	490	0.77	2	9	Credit	5.6571429
2019-09-05	weekday	240	0.7	4	10.5	Credit	10.500000
2019-07-25	weekday	1020	0.4	4	23.5	Credit	1.4117647
2019-01-15	weekday	499	1.3	0	8.5	Cash	9.3787575
2019-03-27	weekday	420	0.7	2	8	Credit	6.0000000
2019-02-02	weekend	958	3.21	0	13.5	Cash	12.062630
2019-08-01	weekday	960	0.1	0	10.25	Cash	0.37500000
2019-07-30	weekday	169	0.2	0	0.5	Cash	4.2603550
2019-01-22	weekday	300	0.5	0	5	Cash	6
2019-04-24	weekday	503	1	0	7	Cash	7.1570577
2019-12-21	weekend	771	2.14	0	11	Cash	9.9922179
2019-03-29	weekend	2378	22.29	0	91.5	Cash	33.744323
2019-05-07	weekday	3155	17	9.6	57.6	Credit	19.397781
2019-09-20	weekend	372	0.62	0	5.25	Cash	6
2019-10-09	weekday	1063	1.43	0	10.5	Cash	4.8428975
2019-06-18	weekday	347	1.33	0	6.75	Cash	13.798271
2019-11-15	weekend	1091	2.4	2	13.75	Credit	7.9193401
2019-12-23	weekday	209	0.4	0	4.25	Cash	6.8899522
2019-09-19	weekday	634	4.51	0	15.25	Cash	25.608833
2019-05-07	weekday	480	1	2	8.5	Credit	7.5000000
2019-08-07	weekday	540	1.3	2	10.25	Credit	8.6666667
2019-06-26	weekday	360	1	0	7.25	Credit	10
2019-05-13	weekday	905	1.86	0	10.25	Cash	7.3988950
2019-10-27	weekday	300	0.6	0	6.25	Cash	7.2000000
2019-03-12	weekday	420	1.5	2	10.75	Credit	12.857143
2019-07-10	weekday	1440	14.4	5	45	Credit	36
2019-09-14	weekend	832	1.47	1	10	Credit	6.3605769
2019-08-09	weekend	480	0.9	0	7.5	Cash	6.7500000
2019-11-20	weekday	660	3.3	3.68	15.93	Credit	18
2019-07-27	weekend	107	0.34	0	5.25	Cash	11.439252
2019-04-30	weekday	127	0.2	0	3.75	Cash	5.6692913
2019-04-02	weekday	558	1.87	2	11.5	Credit	12.064516
2019-09-14	weekend	672	1.53	0	8.5	Cash	8.1964286
2019-02-23	weekend	504	1.32	0	7.75	Credit	9.4285714
2019-10-07	weekday	2040	17.4	10	58	Credit	30.705882
2019-09-18	weekday	1020	1.7	2.25	13	Credit	6
2019-10-17	weekday	600	1.3	2	9.5	Credit	7.8000000
2019-02-28	weekday	867	5.53	4.2	25.2	Credit	22.961938
2019-09-05	weekday	840	1.6	0	10.25	Cash	6.8571429
2019-01-16	weekday	360	0.7	0	5.75	Credit	7.0000000
2019-02-07	weekday	180	0.3	2	6.75	Credit	6.0000000
2019-09-17	weekday	1248	6.21	0	18	Cash	17.913462
2019-06-19	weekday	797	3.09	2	14.25	Credit	13.957340
2019-04-29	weekday	1500	17.6	9.4	56.4	Credit	42.240000
2019-10-01	weekday	660	2.1	2	11.75	Credit	11.454545
2019-03-24	weekday	241	0.58	0	5.5	Credit	8.6639004
2019-09-02	weekday	543	2.12	0	9.75	Cash	14.055249
2019-08-11	weekday	570	2.35	3	13	Credit	14.842105
2019-01-08	weekday	176	0.17	0	10.25	Cash	3.4772727
2019-03-07	weekday	360	1.1	0	6.25	Cash	11
2019-08-17	weekend	496	0.73	2	9	Credit	5.2983871
2019-03-29	weekend	1226	11.77	0	31.25	Cash	34.561175
2019-07-13	weekend	262	0.46	2	7.25	Credit	6.3206107
2019-10-29	weekday	417	0.85	1	7.5	Credit	7.3381295
2019-10-07	weekday	1239	8.9	4.85	29.1	Credit	25.859564
2019-03-13	weekday	412	0.4	0	5.25	Cash	3.4951456
2019-11-24	weekday	1274	16.5	5	51	Credit	46.624804
2019-05-28	weekday	1260	0.5	0	24.5	Cash	1.4285714
2019-02-11	weekday	3412	20.7	0	52.75	Cash	21.840563
2019-12-11	weekday	480	0.6	2	8.25	Credit	4.5000000
2019-01-16	weekday	720	3.6	2.6	15.6	Credit	18
2019-02-09	weekend	120	0.4	0	4.25	Cash	12
2019-02-09	weekend	480	0.6	2	9.5	Credit	4.5000000
2019-11-04	weekday	540	3.4	2.35	13.6	Credit	22.666667
2019-07-17	weekday	2633	18.41	0	50.5	Cash	25.171288
2019-04-24	weekday	900	2.8	1.75	13	Credit	11.200000
2019-09-30	weekday	660	0.9	1	8	Credit	4.9090909
2019-01-10	weekday	260	0.68	0	5.25	Cash	9.4153846
2019-03-04	weekday	540	1.2	2	10.75	Credit	8
2019-02-12	weekday	561	2.11	0	9	Cash	13.540107
2019-02-22	weekend	1043	3.12	0	12.25	Cash	10.768936
2019-03-04	weekday	840	2.8	0	11.5	Cash	12.000000
2019-11-09	weekend	2034	17.9	6	56.5	Credit	31.681416
2019-12-03	weekday	424	1.16	0	6.5	Cash	9.8490566
2019-04-10	weekday	3840	20.8	11.45	68.7	Credit	19.500000
2019-12-16	weekday	360	0.9	0	6	Cash	9
2019-08-23	weekend	420	0.5	4	10	Credit	4.2857143
2019-03-25	weekday	473	3	2	12.75	Credit	22.832981
2019-03-04	weekday	331	1.05	0	6.5	Cash	11.419940
2019-05-08	weekday	584	1.9	3	12	Credit	11.712329
2019-07-28	weekday	389	1.2	2	10.5	Credit	11.105398
2019-03-04	weekday	285	1.18	0	6	Cash	14.905263
2019-06-02	weekday	720	2.2	2	12.25	Credit	11
2019-02-02	weekend	360	0.9	3	10.5	Credit	9
2019-02-28	weekday	1783	17.11	8.55	51.3	Credit	34.546270
2019-07-18	weekday	201	0.69	3	8.5	Credit	12.358209
2019-09-08	weekday	168	0.88	1	6.75	Credit	18.857143
2019-02-27	weekday	480	0.1	1	10.75	Credit	0.75000000
2019-07-10	weekday	111	0.11	0	3.75	Cash	3.5675676
2019-08-07	weekday	548	1.3	2	9.5	Credit	8.5401460
2019-07-29	weekday	3755	19.06	10.7	64.2	Credit	18.273236
2019-03-22	weekend	180	0.4	1	6	Credit	8
2019-09-18	weekday	300	0.8	3	8.75	Credit	9.6000000
2019-11-15	weekend	315	1.02	0	6.75	Cash	11.657143
2019-03-18	weekday	1059	8.19	0	22.75	Cash	27.841360
2019-03-27	weekday	3120	18.3	5	56.25	Credit	21.115385
2019-11-26	weekday	583	1.4	0	7.5	Cash	8.6449400
2019-07-12	weekend	1770	14.98	6.45	49.45	Credit	30.467797
2019-06-28	weekend	2060	5.66	0	20.75	Cash	9.8912621
2019-04-25	weekday	1274	9.1	3.86	29.61	Credit	25.714286
2019-05-22	weekday	540	1.6	2	9.75	Credit	10.666667
2019-09-30	weekday	443	0.99	0	6.5	Cash	8.0451467
2019-12-13	weekend	120	0.7	2	7.5	Credit	21
2019-03-27	weekday	720	2.5	2.05	12.3	Credit	12.500000
2019-04-12	weekend	420	0.9	0.01	7.01	Credit	7.7142857
2019-08-24	weekend	553	1.3	3	11	Credit	8.4629295
2019-08-02	weekend	180	0.6	0	4.75	Cash	12.000000
2019-03-31	weekday	540	1.8	2	11.25	Credit	12
2019-04-15	weekday	300	0.6	0	5.25	Cash	7.2000000
2019-10-02	weekday	3660	13.7	3	43.5	Credit	13.475410
2019-07-25	weekday	1057	9.36	6.44	32.19	Credit	31.878903
2019-10-27	weekday	1480	17.7	5	77.75	Credit	43.054054
2019-07-23	weekday	660	1.2	0	7.5	Cash	6.5454545
2019-07-08	weekday	530	0.89	0	7.75	Cash	6.0452830
2019-06-29	weekend	360	1.2	4	10	Credit	12.000000
2019-11-27	weekday	300	0.8	0	5.5	Cash	9.6000000
2019-03-03	weekday	420	1.3	2	10	Credit	11.142857
2019-01-13	weekday	900	0.1	0	13.75	Cash	0.40000000
2019-10-22	weekday	2040	0.7	7	41.5	Credit	1.2352941
2019-05-13	weekday	1702	5.53	5	25	Credit	11.696827
2019-09-13	weekend	280	0.8	0	6.25	Cash	10.285714
2019-06-24	weekday	480	2.4	3	12.25	Credit	18
2019-12-09	weekday	420	0.1	0	8	Cash	0.85714286
2019-12-23	weekday	392	0.81	0	5.75	Cash	7.4387755
2019-06-20	weekday	420	1	2	9.5	Credit	8.5714286
2019-10-13	weekday	501	4.26	0	16.25	Cash	30.610778
2019-09-13	weekend	258	0.53	0	5	Cash	7.3953488
2019-07-08	weekday	315	1.5	0	7.75	Cash	17.142857
2019-10-16	weekday	216	0.56	0	5	Cash	9.3333333
2019-11-08	weekend	565	0.97	0	7	Cash	6.1805310
2019-08-12	weekday	2220	16.7	9.2	54.7	Credit	27.081081
2019-05-09	weekday	436	2.35	1	10.5	Credit	19.403670
2019-05-27	weekday	540	2.2	0	11.25	Cash	14.666667
2019-05-03	weekend	1426	3.76	0	14.25	Cash	9.4922861
2019-01-15	weekday	565	2	0	8.75	Cash	12.743363
2019-07-06	weekend	1237	11.6	0	29.25	Cash	33.759095
2019-03-24	weekday	1500	23.3	10	92	Credit	55.920000
2019-11-08	weekend	2640	17.3	6.25	49.5	Credit	23.590909
2019-01-17	weekday	464	0.87	0	6.75	Cash	6.7500000
2019-06-28	weekend	360	0.9	0	6	Cash	9
2019-07-26	weekend	1740	5.6	3.85	22.6	Credit	11.586207
2019-07-10	weekday	277	1.03	2	8.5	Credit	13.386282
2019-09-21	weekend	540	1.7	0	10.25	Cash	11.333333
2019-02-19	weekday	171	0.29	0	4.25	Cash	6.1052632
2019-07-04	weekday	1901	19.52	0	53.25	Cash	36.965807
2019-02-11	weekday	600	6.4	0	18.75	Cash	38.400000
2019-11-10	weekday	1240	8.97	4.7	28.2	Credit	26.041935
2019-02-25	weekday	720	1.4	1	9.25	Credit	7.0000000
2019-06-06	weekday	1140	14.5	6	46.25	Credit	45.789474
2019-10-10	weekday	2220	17.1	9.55	57.3	Credit	27.729730
2019-04-29	weekday	840	1.6	0	9	Cash	6.8571429
2019-04-09	weekday	2340	31.9	15	98.75	Credit	49.076923
2019-12-16	weekday	417	1.3	2	9.25	Credit	11.223022
2019-08-23	weekend	190	0.85	0	5.25	Cash	16.105263
2019-11-20	weekday	344	0.63	1	7.5	Credit	6.5930233
2019-10-24	weekday	2260	18.2	9.95	59.7	Credit	28.991150
2019-12-19	weekday	840	1.6	3	12.5	Credit	6.8571429
2019-04-17	weekday	591	1.78	0	8.5	Cash	10.842640
2019-03-14	weekday	371	0.94	2	8.75	Credit	9.1212938
2019-01-03	weekday	347	1.6	0	8	Cash	16.599424
2019-11-16	weekend	1934	13.66	0	36	Cash	25.427094
2019-08-28	weekday	184	0.36	2	7	Credit	7.0434783
2019-03-04	weekday	1664	13.81	0	50	Cash	29.877404
2019-05-15	weekday	240	0.6	0	5.25	Cash	9
2019-09-10	weekday	580	0.62	2	10.25	Credit	3.8482759
2019-05-06	weekday	1731	6.29	3	25	Credit	13.081456
2019-11-07	weekday	1200	7.6	0	23	Cash	22.800000
2019-01-25	weekend	548	0.8	0	7.5	Cash	5.2554745
2019-10-31	weekday	299	0.42	0	5	Cash	5.0568562
2019-05-23	weekday	1537	8.18	0	22.75	Cash	19.159401
2019-03-25	weekday	900	4	0	14.25	Cash	16
2019-11-23	weekend	1680	13.3	7.9	46.9	Credit	28.500000
2019-11-21	weekday	745	0.94	2	10.5	Credit	4.5422819
2019-07-11	weekday	757	3.34	2	14	Credit	15.883752
2019-06-07	weekend	93	0.23	2	7.25	Credit	8.9032258
2019-05-25	weekend	577	2.71	0	10	Cash	16.908146
2019-06-02	weekday	582	1.8	2	11	Credit	11.134021
2019-12-29	weekday	412	0.7	0	7	Cash	6.1165049
2019-01-26	weekend	1980	20.2	3	80.5	Credit	36.727273
2019-04-07	weekday	1073	9.73	5.3	31.8	Credit	32.644921
2019-04-27	weekend	814	3.13	1.99	15.24	Credit	13.842752
2019-03-01	weekend	1740	5.9	5.06	25.31	Credit	12.206897
2019-09-16	weekday	420	1.1	0	8	Cash	9.4285714
2019-02-14	weekday	300	0.8	0	6	Cash	9.6000000
2019-10-17	weekday	296	0.8	0	5.5	Cash	9.7297297
2019-10-19	weekend	600	0.2	3	15.75	Credit	1.2000000
2019-08-23	weekend	1807	16.5	0	42	Cash	32.872164
2019-10-27	weekday	1980	13.8	7.75	46	Credit	25.090909
2019-06-27	weekday	466	1.39	0	7.25	Cash	10.738197
2019-04-04	weekday	553	1.2	0	7.25	Cash	7.8119349
2019-09-24	weekday	544	1.19	2	10.25	Credit	7.8750000
2019-03-05	weekday	780	1	0	8	Cash	4.6153846
2019-02-13	weekday	780	1.6	2	11.25	Credit	7.3846154
2019-12-06	weekend	360	0.98	2	8.5	Credit	9.8000000
2019-07-29	weekday	1982	11.96	7.65	45.9	Credit	21.723512
2019-06-22	weekend	818	1.7	0	10.5	Cash	7.4816626
2019-02-14	weekday	540	1.4	0	7.25	Cash	9.3333333
2019-03-21	weekday	360	1	2	8.25	Credit	10
2019-06-15	weekend	900	1.7	0	9.75	Cash	6.8000000
2019-10-12	weekend	717	1.9	3	13.25	Credit	9.5397490
2019-05-03	weekend	240	0.6	0	6.25	Cash	9
2019-09-07	weekend	660	4.4	0	14.25	Cash	24.000000
2019-05-14	weekday	673	1.76	0	8.5	Cash	9.4145617
2019-04-30	weekday	360	1.2	0	6.5	Cash	12.000000
2019-09-24	weekday	120	0.7	2	7.75	Credit	21
2019-06-28	weekend	420	1.1	2	9	Credit	9.4285714
2019-11-01	weekend	422	0.96	0	6.25	Cash	8.1895735
2019-07-25	weekday	998	1.64	2	12.75	Credit	5.9158317
2019-07-10	weekday	2040	16.7	11.5	57	Credit	29.470588
2019-10-24	weekday	1105	1.81	0	12	Cash	5.8968326
2019-05-02	weekday	180	0.8	0	6.75	Cash	16
2019-02-16	weekend	584	2	0	10.75	Cash	12.328767
2019-02-27	weekday	745	1.82	0	8.75	Cash	8.7946309
2019-04-01	weekday	480	1.5	2	10	Credit	11.250000
2019-10-21	weekday	2640	1.1	9.45	56.2	Credit	1.5000000
2019-11-20	weekday	930	2.86	1	12	Credit	11.070968
2019-02-25	weekday	600	2.3	0	9.75	Cash	13.800000
2019-04-11	weekday	900	1.6	2	11.5	Credit	6.4000000
2019-12-01	weekday	1406	17.95	6.82	52.32	Credit	45.960171
2019-12-28	weekend	1403	17.39	8	55.75	Credit	44.621525
2019-02-13	weekday	1817	16.5	9.1	54.6	Credit	32.691249
2019-01-17	weekday	1595	2.76	3.05	18.3	Credit	6.2294671
2019-06-25	weekday	540	0.6	0	3.25	Cash	4
2019-06-03	weekday	3116	28.2	0	68.5	Cash	32.580231
2019-12-06	weekend	360	0.7	2	7.5	Credit	7.0000000
2019-09-12	weekday	1340	3.8	3	20	Credit	10.208955
2019-04-04	weekday	480	1	2	8.75	Credit	7.5000000
2019-05-24	weekend	4336	14.9	0	48	Cash	12.370849
2019-10-02	weekday	3720	17.7	12.15	60.4	Credit	17.129032
2019-02-07	weekday	445	1.38	0	6.75	Cash	11.164045
2019-01-17	weekday	159	0.49	2	7	Credit	11.094340
2019-03-28	weekday	600	1.4	0	10	Cash	8.4000000
2019-04-08	weekday	642	1.14	0	9.25	Cash	6.3925234
2019-07-16	weekday	264	0.3	0	4.75	Cash	4.0909091
2019-03-07	weekday	702	5.67	0	16.75	Cash	29.076923
2019-04-17	weekday	240	0.5	0	5	Cash	7.5000000
2019-07-28	weekday	600	2.1	0	9.25	Cash	12.600000
2019-11-25	weekday	165	0.5	2	7.25	Credit	10.909091
2019-01-28	weekday	285	1	0	5.75	Cash	12.631579
2019-05-01	weekday	1096	10.2	0	27.25	Cash	33.503650
2019-05-16	weekday	3339	17.8	10	60	Credit	19.191375
2019-07-12	weekend	840	5.4	0	17.25	Cash	23.142857
2019-06-14	weekend	1203	3.17	2.75	16.5	Credit	9.4862843
2019-09-03	weekday	1680	4.8	0	16.75	Cash	10.285714
2019-03-18	weekday	640	2.33	0	9.25	Cash	13.106250
2019-03-07	weekday	600	4.4	2	16	Credit	26.400000
